candidate_id,feature_set,representation,method,k,n_features_original,n_components_after_transform,cluster_sizes,min_cluster_size,min_cluster_ratio,smaller_cluster_ratio,silhouette,calinski_harabasz,davies_bouldin,stability_ari_mean,silhouette_norm,calinski_harabasz_norm,davies_bouldin_norm,stability_ari_norm,balance_norm,top1_count,top1_frequency,top3_count,top3_frequency
top20_biomarkers|pca_5|AgglomerativeClustering|k6,top20_biomarkers,pca_5,AgglomerativeClustering,6,20,5,0:13;1:55;2:34;3:28;4:25;5:33,13,0.06914893617021277,0.06914893617021277,0.1822999617360834,63.973737311061676,1.4267508629735872,0.458186194409133,1.0,1.0,1.0,0.0,0.41489361702127664,8714,0.8714,10000,1.0
all_acoustic|pca_90|GaussianMixture|k6,all_acoustic,pca_90,GaussianMixture,6,752,63,0:14;1:22;2:27;3:60;4:24;5:41,14,0.07446808510638298,0.07446808510638298,0.08981437330076078,14.21867179608185,2.399116692356158,0.4681966221054675,0.0,0.0,0.0,1.0,0.44680851063829785,1286,0.1286,10000,1.0
