feature_set,representation,method,k,candidate_id,n_subjects,n_features_original,n_components_after_transform,pca_explained_variance_sum,cluster_sizes,min_cluster_size,max_cluster_size,min_cluster_ratio,max_cluster_ratio,size_imbalance_ratio,smaller_cluster_ratio,silhouette,calinski_harabasz,davies_bouldin,stability_ari_mean,stability_ari_std,stability_n_runs,eligible_for_recommendation,exclusion_or_warning,silhouette_norm,calinski_harabasz_norm,davies_bouldin_norm,stability_ari_norm,balance_norm
top20_biomarkers,scaled_only,KMeans,2,top20_biomarkers|scaled_only|KMeans|k2,188,20,20,,0:62;1:126,62,126,0.32978723404255317,0.6702127659574468,2.032258064516129,0.32978723404255317,0.2950382985411368,78.46931697467944,1.3274179954908145,0.987032778795772,0.021252018473515197,50,True,,0.5990204709632632,0.6610586015490789,0.8386263876547075,0.9971309967774843,0.6595744680851063
top20_biomarkers,scaled_only,GaussianMixture,2,top20_biomarkers|scaled_only|GaussianMixture|k2,188,20,20,,0:106;1:82,82,106,0.43617021276595747,0.5638297872340425,1.2926829268292683,0.43617021276595747,0.19083954639399167,50.360350855722395,1.7520878658332342,0.8032184121480185,0.267009897787238,50,True,,0.32786245990291263,0.38869249921676086,0.6778760270735482,0.7999588720693451,0.8723404255319149
top20_biomarkers,scaled_only,AgglomerativeClustering,2,top20_biomarkers|scaled_only|AgglomerativeClustering|k2,188,20,20,,0:133;1:55,55,133,0.2925531914893617,0.7074468085106383,2.418181818181818,0.2925531914893617,0.29720611869898494,74.9373970652086,1.3022958137887433,0.8955559394711156,0.060350285780683785,50,True,,0.6046618226131231,0.6268355264127893,0.8481358915051622,0.8990065514462249,0.5851063829787234
top20_biomarkers,pca_5,KMeans,2,top20_biomarkers|pca_5|KMeans|k2,188,20,5,0.7966532283202867,0:62;1:126,62,126,0.32978723404255317,0.6702127659574468,2.032258064516129,0.32978723404255317,0.3673910342745844,109.90504105016983,1.0711434682571164,0.9897074165572594,0.016328445758585875,50,True,,0.7873051050110074,0.9656598310713981,0.9356340294432944,1.0,0.6595744680851063
top20_biomarkers,pca_5,GaussianMixture,2,top20_biomarkers|pca_5|GaussianMixture|k2,188,20,5,0.7966532283202867,0:143;1:45,45,143,0.2393617021276596,0.7606382978723404,3.1777777777777776,0.2393617021276596,0.23238448383169463,30.058392469095935,2.1575786039840352,0.44252758082616006,0.42860177063508437,50,True,,0.4359754878720568,0.19197358568300568,0.5243855467682147,0.4130567007566925,0.4787234042553192
top20_biomarkers,pca_5,AgglomerativeClustering,2,top20_biomarkers|pca_5|AgglomerativeClustering|k2,188,20,5,0.7966532283202867,0:135;1:53,53,135,0.28191489361702127,0.7180851063829787,2.547169811320755,0.28191489361702127,0.3712710426237738,104.73165632654545,1.034259781871756,0.8676902543384019,0.0698101955212778,50,True,,0.7974021102551587,0.9155315329662307,0.9495956177265139,0.8691158718205455,0.5638297872340425
top20_biomarkers,pca_10,KMeans,2,top20_biomarkers|pca_10|KMeans|k2,188,20,10,0.9297288849745412,0:62;1:126,62,126,0.32978723404255317,0.6702127659574468,2.032258064516129,0.32978723404255317,0.3164208647185277,87.12644652990085,1.2437304873382866,0.9880995416312096,0.019796389054285202,50,True,,0.6546646509227302,0.7449431750464786,0.8703046348089272,0.9982752810826713,0.6595744680851063
top20_biomarkers,pca_10,GaussianMixture,2,top20_biomarkers|pca_10|GaussianMixture|k2,188,20,10,0.9297288849745412,0:136;1:52,52,136,0.2765957446808511,0.723404255319149,2.6153846153846154,0.2765957446808511,0.17916542296758617,38.45211363921455,1.8397895030125135,0.5144029004694832,0.3207609166753292,50,True,,0.297482709436161,0.2733058235708892,0.6446783109540608,0.4901551873799299,0.5531914893617021
top20_biomarkers,pca_10,AgglomerativeClustering,2,top20_biomarkers|pca_10|AgglomerativeClustering|k2,188,20,10,0.9297288849745412,0:134;1:54,54,134,0.2872340425531915,0.7127659574468085,2.4814814814814814,0.2872340425531915,0.3186844381277039,82.54033119190674,1.2164596552404388,0.8777962062042596,0.13674352060148867,50,True,,0.66055518272732,0.700505312971804,0.8806274676709396,0.8799562214511477,0.574468085106383
top50_biomarkers,scaled_only,KMeans,2,top50_biomarkers|scaled_only|KMeans|k2,188,50,50,,0:94;1:94,94,94,0.5,0.5,1.0,0.5,0.2146954008847787,56.58491985634427,1.6487969669716138,0.9211409843421879,0.08691612765023,50,True,,0.3899429159791246,0.4490064072496351,0.7169747491547012,0.9264508570790353,1.0
top50_biomarkers,scaled_only,GaussianMixture,2,top50_biomarkers|scaled_only|GaussianMixture|k2,188,50,50,,0:97;1:91,91,97,0.48404255319148937,0.5159574468085106,1.065934065934066,0.48404255319148937,0.21037858544922258,55.09109417446801,1.6732180475574947,0.7791643107208909,0.27777756879581683,50,True,,0.37870920095375626,0.43453175610755135,0.7077306332328522,0.7741567632743316,0.9680851063829787
top50_biomarkers,scaled_only,AgglomerativeClustering,2,top50_biomarkers|scaled_only|AgglomerativeClustering|k2,188,50,50,,0:139;1:49,49,139,0.26063829787234044,0.7393617021276596,2.836734693877551,0.26063829787234044,0.22803737973239657,49.091597870664806,1.4838663941425971,0.8858278688763999,0.16145601698437048,50,True,,0.42466295219242245,0.37639872420204856,0.7794059478449777,0.8885715436530279,0.5212765957446809
top50_biomarkers,pca_5,KMeans,2,top50_biomarkers|pca_5|KMeans|k2,188,50,5,0.7221604263274556,0:88;1:100,88,100,0.46808510638297873,0.5319148936170213,1.1363636363636365,0.46808510638297873,0.3073168836780175,88.34387629847956,1.2421997773386175,0.9224208296501516,0.05602697426621801,50,True,,0.6309732214112731,0.756739645949316,0.8708840547338528,0.9278237085229734,0.9361702127659575
top50_biomarkers,pca_5,GaussianMixture,2,top50_biomarkers|pca_5|GaussianMixture|k2,188,50,5,0.7221604263274556,0:155;1:33,33,155,0.17553191489361702,0.824468085106383,4.696969696969697,0.17553191489361702,0.3418345583917747,47.33568825573565,1.594969343246953,0.4328014687334161,0.31313671292538975,50,True,,0.7207990957997985,0.3593845709300234,0.7373501290138593,0.402623793789465,0.35106382978723405
top50_biomarkers,pca_5,AgglomerativeClustering,2,top50_biomarkers|pca_5|AgglomerativeClustering|k2,188,50,5,0.7221604263274556,0:134;1:54,54,134,0.2872340425531915,0.7127659574468085,2.4814814814814814,0.2872340425531915,0.29431155338758586,71.79715097013515,1.1733600963243724,0.6993699029999019,0.2023730118695263,50,True,,0.5971292509023326,0.596407634271192,0.8969419512745449,0.688563709819893,0.574468085106383
