feature_set,representation,method,k,candidate_id,n_subjects,n_features_original,n_components_after_transform,pca_explained_variance_sum,cluster_sizes,min_cluster_size,max_cluster_size,min_cluster_ratio,max_cluster_ratio,size_imbalance_ratio,smaller_cluster_ratio,silhouette,calinski_harabasz,davies_bouldin,stability_ari_mean,stability_ari_std,stability_n_runs,eligible_for_recommendation,exclusion_or_warning,silhouette_norm,calinski_harabasz_norm,davies_bouldin_norm,stability_ari_norm,balance_norm
pd_corr_reduced_top50_090,scaled_only,GaussianMixture,6,pd_corr_reduced_top50_090|scaled_only|GaussianMixture|k6,188,31,31,,0:25;1:18;2:55;3:45;4:7;5:38,7,55,0.03723404255319149,0.2925531914893617,7.857142857142857,0.03723404255319149,0.12216302151590612,24.830928999989077,1.981124715983741,0.5483865789287079,0.09958590256181546,50,False,min_cluster_size < 8; not eligible for recommendation; min_cluster_ratio < 0.05; not eligible for recommendation,,,,,
pd_corr_reduced_top50_090,scaled_only,AgglomerativeClustering,6,pd_corr_reduced_top50_090|scaled_only|AgglomerativeClustering|k6,188,31,31,,0:64;1:10;2:61;3:17;4:34;5:2,2,64,0.010638297872340425,0.3404255319148936,32.0,0.010638297872340425,0.15250999855634648,25.440620322212034,1.7002013415256318,0.7151550991537361,0.100618736321015,50,False,min_cluster_size < 8; not eligible for recommendation; min_cluster_ratio < 0.05; not eligible for recommendation,,,,,
pd_corr_reduced_top50_090,pca_5,KMeans,6,pd_corr_reduced_top50_090|pca_5|KMeans|k6,188,31,5,0.6713857600830719,0:38;1:25;2:52;3:16;4:8;5:49,8,52,0.0425531914893617,0.2765957446808511,6.5,0.0425531914893617,0.26599618111704765,56.065714791913635,1.2174235641174855,0.7550685262963488,0.12612297499072617,50,False,min_cluster_ratio < 0.05; not eligible for recommendation,,,,,
pd_corr_reduced_top50_090,pca_5,GaussianMixture,6,pd_corr_reduced_top50_090|pca_5|GaussianMixture|k6,188,31,5,0.6713857600830719,0:47;1:62;2:10;3:20;4:8;5:41,8,62,0.0425531914893617,0.32978723404255317,7.75,0.0425531914893617,0.2240505348020591,46.25124524164028,1.314561291616702,0.5969732084445224,0.10347093881803825,50,False,min_cluster_ratio < 0.05; not eligible for recommendation,,,,,
pd_corr_reduced_top50_090,pca_5,AgglomerativeClustering,6,pd_corr_reduced_top50_090|pca_5|AgglomerativeClustering|k6,188,31,5,0.6713857600830719,0:13;1:64;2:2;3:37;4:35;5:37,2,64,0.010638297872340425,0.3404255319148936,32.0,0.010638297872340425,0.2322892461298141,50.73817367811026,1.274745177139513,0.6268184100854584,0.12595982071895578,50,False,min_cluster_size < 8; not eligible for recommendation; min_cluster_ratio < 0.05; not eligible for recommendation,,,,,
pd_corr_reduced_top50_090,pca_10,KMeans,6,pd_corr_reduced_top50_090|pca_10|KMeans|k6,188,31,10,0.8316426312565749,0:40;1:19;2:56;3:9;4:47;5:17,9,56,0.047872340425531915,0.2978723404255319,6.222222222222222,0.047872340425531915,0.19297787027176105,36.950854217282846,1.51120586193453,0.7032055520024934,0.10338697395038629,50,False,min_cluster_ratio < 0.05; not eligible for recommendation,,,,,
pd_corr_reduced_top50_090,pca_10,GaussianMixture,6,pd_corr_reduced_top50_090|pca_10|GaussianMixture|k6,188,31,10,0.8316426312565749,0:30;1:58;2:67;3:12;4:5;5:16,5,67,0.026595744680851064,0.35638297872340424,13.4,0.026595744680851064,0.16469221965493383,29.465283035395395,1.5037396941910568,0.4957028271910337,0.09236956557553319,50,False,min_cluster_size < 8; not eligible for recommendation; min_cluster_ratio < 0.05; not eligible for recommendation,,,,,
pd_corr_reduced_top50_090,pca_10,AgglomerativeClustering,6,pd_corr_reduced_top50_090|pca_10|AgglomerativeClustering|k6,188,31,10,0.8316426312565749,0:28;1:63;2:55;3:9;4:28;5:5,5,63,0.026595744680851064,0.3351063829787234,12.6,0.026595744680851064,0.20006487284133584,34.3638591558703,1.5038297426776797,0.7298397212407726,0.11112979592706,50,False,min_cluster_size < 8; not eligible for recommendation; min_cluster_ratio < 0.05; not eligible for recommendation,,,,,
pd_high_iqr_top50,scaled_only,KMeans,6,pd_high_iqr_top50|scaled_only|KMeans|k6,188,50,50,,0:57;1:29;2:33;3:9;4:55;5:5,5,57,0.026595744680851064,0.30319148936170215,11.4,0.026595744680851064,0.25306888083198015,83.28906967393212,1.0769908758413769,0.7298198787302935,0.1850627761189691,50,False,min_cluster_size < 8; not eligible for recommendation; min_cluster_ratio < 0.05; not eligible for recommendation,,,,,
pd_high_iqr_top50,scaled_only,GaussianMixture,6,pd_high_iqr_top50|scaled_only|GaussianMixture|k6,188,50,50,,0:9;1:30;2:31;3:64;4:8;5:46,8,64,0.0425531914893617,0.3404255319148936,8.0,0.0425531914893617,0.235232553460326,80.82876950379497,1.1490064760397654,0.5723807720556805,0.12451054580750091,50,False,min_cluster_ratio < 0.05; not eligible for recommendation,,,,,
pd_high_iqr_top50,scaled_only,AgglomerativeClustering,6,pd_high_iqr_top50|scaled_only|AgglomerativeClustering|k6,188,50,50,,0:72;1:24;2:53;3:4;4:27;5:8,4,72,0.02127659574468085,0.3829787234042553,18.0,0.02127659574468085,0.24709718373812548,77.11610098842475,1.14226142144477,0.5660318044403947,0.17779967229400792,50,False,min_cluster_size < 8; not eligible for recommendation; min_cluster_ratio < 0.05; not eligible for recommendation,,,,,
