candidate_id,feature_set,representation,method,k,n_features_original,n_components_after_transform,cluster_sizes,min_cluster_size,min_cluster_ratio,smaller_cluster_ratio,silhouette,calinski_harabasz,davies_bouldin,stability_ari_mean,silhouette_norm,calinski_harabasz_norm,davies_bouldin_norm,stability_ari_norm,balance_norm,top1_count,top1_frequency,top3_count,top3_frequency
pd_corr_reduced_top50_090|pca_5|AgglomerativeClustering|k2,pd_corr_reduced_top50_090,pca_5,AgglomerativeClustering,2,31,5,0:114;1:74,74,0.39361702127659576,0.39361702127659576,0.27149632422896947,74.79457396921461,1.3688925424470175,0.47201046216736614,0.5377568300906114,0.6254516203020383,0.8229270201135771,0.4446820979581174,0.7872340425531915,0,0.0,0,0.0
all_acoustic|pca_20|GaussianMixture|k2,all_acoustic,pca_20,GaussianMixture,2,752,20,0:90;1:98,90,0.4787234042553192,0.4787234042553192,0.1551444581314282,29.712292508741015,2.179705394173032,0.46511157689619237,0.23497258417549416,0.188619997478434,0.516009888993113,0.4372818718939506,0.9574468085106383,0,0.0,0,0.0
pd_corr_reduced_all_090|pca_10|AgglomerativeClustering|k2,pd_corr_reduced_all_090,pca_10,AgglomerativeClustering,2,310,10,0:90;1:98,90,0.4787234042553192,0.4787234042553192,0.14792843806280134,29.53516170842158,2.2113696530668814,0.4587620938805056,0.21619422446138467,0.1869036616487262,0.5040240115146443,0.4304709730516402,0.9574468085106383,0,0.0,0,0.0
top20_biomarkers|pca_5|GaussianMixture|k2,top20_biomarkers,pca_5,GaussianMixture,2,20,5,0:143;1:45,45,0.2393617021276596,0.2393617021276596,0.23238448383169463,30.058392469095935,2.1575786039840352,0.44252758082616006,0.4359754878720568,0.19197358568300568,0.5243855467682147,0.4130567007566925,0.4787234042553192,0,0.0,0,0.0
pd_sparse_pca_10|sparse_pca_10|AgglomerativeClustering|k2,pd_sparse_pca_10,sparse_pca_10,AgglomerativeClustering,2,752,10,0:87;1:101,87,0.4627659574468085,0.4627659574468085,0.1611414003961278,28.37091905755356,2.1881045279337514,0.4406447162704657,0.2505785190205042,0.1756225554122321,0.5128305634160092,0.4110370087611515,0.925531914893617,0,0.0,0,0.0
top50_biomarkers|pca_5|GaussianMixture|k2,top50_biomarkers,pca_5,GaussianMixture,2,50,5,0:155;1:33,33,0.17553191489361702,0.17553191489361702,0.3418345583917747,47.33568825573565,1.594969343246953,0.4328014687334161,0.7207990957997985,0.3593845709300234,0.7373501290138593,0.402623793789465,0.35106382978723405,0,0.0,0,0.0
pd_sparse_pca_20|sparse_pca_20|GaussianMixture|k2,pd_sparse_pca_20,sparse_pca_20,GaussianMixture,2,752,20,0:44;1:144,44,0.23404255319148937,0.23404255319148937,0.1657245701608486,10.58888775028482,3.531347428256317,0.4299220059848643,0.2625053720023773,0.0033208585723148785,0.0043725925201021365,0.39953508098369245,0.46808510638297873,0,0.0,0,0.0
pd_sparse_pca_10|sparse_pca_10|GaussianMixture|k2,pd_sparse_pca_10,sparse_pca_10,GaussianMixture,2,752,10,0:37;1:151,37,0.19680851063829788,0.19680851063829788,0.20585562936445312,14.325033887162707,2.8310396509929814,0.4254353060204484,0.36693904295486307,0.03952281480005017,0.2694602184025322,0.39472233331306505,0.39361702127659576,0,0.0,0,0.0
pd_corr_reduced_all_090|pca_90|AgglomerativeClustering|k2,pd_corr_reduced_all_090,pca_90,AgglomerativeClustering,2,310,83,0:55;1:133,55,0.2925531914893617,0.2925531914893617,0.0686722155442623,11.400853515024568,3.4793323969374232,0.3968055168329863,0.00994454085735273,0.011188524342501187,0.024061851457663486,0.3640120223238506,0.5851063829787234,0,0.0,0,0.0
pd_corr_reduced_all_090|pca_20|GaussianMixture|k2,pd_corr_reduced_all_090,pca_20,GaussianMixture,2,310,20,0:23;1:165,23,0.12234042553191489,0.12234042553191489,0.29120322889271405,12.615281810880807,2.8305484799059895,0.39022875263319234,0.5890404103894502,0.022955912018897014,0.2696461414803275,0.35695732581330636,0.24468085106382978,0,0.0,0,0.0
pd_corr_reduced_all_090|pca_90|GaussianMixture|k2,pd_corr_reduced_all_090,pca_90,GaussianMixture,2,310,83,0:85;1:103,85,0.4521276595744681,0.4521276595744681,0.06485079517036145,13.056555949261261,3.5428989314184793,0.3556522302467169,0.0,0.027231704896589506,0.0,0.3198681335575974,0.9042553191489362,0,0.0,0,0.0
pd_high_mad_top100|pca_10|GaussianMixture|k2,pd_high_mad_top100,pca_10,GaussianMixture,2,100,10,0:165;1:23,23,0.12234042553191489,0.12234042553191489,0.33597694716325816,42.78497829522652,1.3835371614354623,0.3475508584178879,0.7055557442475041,0.31528977464533114,0.8173835899166855,0.31117803644673375,0.24468085106382978,0,0.0,0,0.0
all_acoustic|pca_10|GaussianMixture|k2,all_acoustic,pca_10,GaussianMixture,2,752,10,0:19;1:169,19,0.10106382978723404,0.10106382978723404,0.364950986102423,19.056523741229487,2.1651974568072774,0.3303903626521909,0.7809553302236818,0.08536930535837643,0.5215015810713701,0.292770490437822,0.20212765957446807,0,0.0,0,0.0
pd_high_iqr_top100|pca_90|GaussianMixture|k2,pd_high_iqr_top100,pca_90,GaussianMixture,2,100,8,0:162;1:26,26,0.13829787234042554,0.13829787234042554,0.33595313128491855,44.06823604817189,1.3777694276250014,0.2722259822391217,0.7054937678219794,0.32772409581453776,0.8195668512086159,0.23037931461447408,0.2765957446808511,0,0.0,0,0.0
pd_high_iqr_top100|pca_10|GaussianMixture|k2,pd_high_iqr_top100,pca_10,GaussianMixture,2,100,10,0:134;1:54,54,0.2872340425531915,0.2872340425531915,0.27892522187651264,65.57409748562453,1.3427303487613482,0.24439371033675414,0.5570891643937522,0.5361084110621743,0.832830199882781,0.20052447635277978,0.574468085106383,0,0.0,0,0.0
pd_high_mad_top100|pca_20|AgglomerativeClustering|k2,pd_high_mad_top100,pca_20,AgglomerativeClustering,2,100,20,0:83;1:105,83,0.44148936170212766,0.44148936170212766,0.20200876170899956,48.393955202906064,1.7286361391789125,0.12781426595952816,0.35692828024637935,0.3696388094675816,0.686753213281492,0.07547322402493077,0.8829787234042553,0,0.0,0,0.0
pd_high_iqr_top100|pca_20|GaussianMixture|k2,pd_high_iqr_top100,pca_20,GaussianMixture,2,100,20,0:38;1:150,38,0.20212765957446807,0.20212765957446807,0.15868340334109754,10.2461655822334,3.3404688542993104,0.0574541027592683,0.24418203557996368,0.0,0.07662589263311792,0.0,0.40425531914893614,0,0.0,0,0.0
