feature,category,p_mannwhitney,q_mannwhitney,cohens_d,abs_cohens_d,cliffs_delta,abs_cliffs_delta,q_mannwhitney_scientific,subject_level_std,subject_level_unique_count,is_constant,is_near_constant,selected_folds,selection_frequency,mean_abs_l1_coefficient,l1_selected_any,l1_selected_near_constant,tree_importance_mean,tree_importance_std,permutation_importance_mean,permutation_importance_std_across_folds,permutation_importance_positive,rank_q_mannwhitney,rank_abs_cohens_d,rank_abs_cliffs_delta,rank_selection_frequency,rank_permutation_importance,rank_tree_importance,mean_rank,rank_score,included_in_top10,included_in_top20,included_in_top50
app_TKEO_std_4_coef,Other,2.6199035130345364e-05,9.900338903527496e-05,-0.7004179589814911,0.7004179589814911,-0.35206117021276595,0.35206117021276595,9.900e-05,86719.79275424565,252,False,False,0,0.0,0.0,False,False,0.0014869323394943747,0.0003182372346738665,0.0,0.0,False,198.5,105.0,198.5,456.5,382.5,232.0,262.1666666666667,0.003814367450731087,False,False,False
app_LT_entropy_log_10_coef,Wavelet,1.4042368927539802e-05,6.159415668392337e-05,-0.6028339511750389,0.6028339511750389,-0.3636968085106383,0.3636968085106383,6.159e-05,1.5792914326292216,251,False,False,0,0.0,0.0,False,False,0.0015119756210351999,0.0003789557762461238,0.0,0.0,False,170.5,181.0,169.0,456.5,382.5,217.0,262.75,0.003805899143672693,False,False,False
app_LT_entropy_shannon_9_coef,Wavelet,1.1926061462462228e-05,5.748973217802305e-05,0.6417183867442453,0.6417183867442453,0.36668882978723405,0.36668882978723405,5.749e-05,221834.46388720383,252,False,False,0,0.0,0.0,False,False,0.0013542338304333434,0.0002381006700514346,0.0,0.0,False,146.0,151.0,154.5,456.5,382.5,288.0,263.0833333333333,0.0038010769718086796,False,False,False
mean_2nd_delta,Delta / Delta-delta,0.013552103282950808,0.02580045992095951,-0.36166301717001526,0.36166301717001526,-0.20678191489361702,0.20678191489361702,2.580e-02,0.0034419352490476425,252,False,False,4,0.8,0.2207408063244732,True,False,0.00226895640666748,0.0005668340172595177,0.0,0.0,False,395.0,326.0,395.0,21.0,382.5,61.0,263.4166666666667,0.0037962670041126224,False,False,False
app_entropy_log_7_coef,Wavelet,1.9921870952020703e-05,7.926585690962736e-05,-0.6130848307860672,0.6130848307860672,-0.3572140957446808,0.3572140957446808,7.927e-05,8.629325730156962,251,False,False,0,0.0,0.0,False,False,0.001598214037709583,0.0006369763301726592,0.0,0.0,False,189.0,176.0,189.0,456.5,382.5,188.0,263.5,0.003795066413662239,False,False,False
std_MFCC_7th_coef,MFCC,2.0279331725331486e-05,8.026346030236461e-05,0.6350916206487731,0.6350916206487731,0.3568816489361702,0.3568816489361702,8.026e-05,0.07997889892321729,252,False,False,0,0.0,0.0,False,False,0.0015404472018393585,0.0002554332038950776,0.0,0.0,False,190.0,159.0,190.0,456.5,382.5,208.0,264.3333333333333,0.003783102143757882,False,False,False
ppq5Jitter,Jitter,6.428036679200774e-08,1.0986099051724957e-06,0.47433687301105015,0.47433687301105015,0.4527094414893617,0.4527094414893617,1.099e-06,0.0015634032560503527,208,False,False,0,0.0,0.0,False,False,0.0010648013080835632,0.00023094326752655386,0.0,0.0,False,44.0,247.0,44.0,456.5,382.5,417.0,265.1666666666667,0.0037712130735386546,False,False,False
app_LT_entropy_shannon_5_coef,Wavelet,1.7900376396020354e-05,7.27626110800395e-05,0.6393911577376181,0.6393911577376181,0.3592087765957447,0.3592087765957447,7.276e-05,13618.94038570563,252,False,False,0,0.0,0.0,False,False,0.0014924966053326408,0.0006081271816696144,0.0,0.0,False,184.5,155.0,184.5,456.5,382.5,229.0,265.3333333333333,0.003768844221105528,False,False,False
app_LT_entropy_shannon_6_coef,Wavelet,1.5507270492359182e-05,6.588399666810229e-05,0.6412775731149954,0.6412775731149954,0.3618683510638298,0.3618683510638298,6.588e-05,25188.804138729363,252,False,False,0,0.0,0.0,False,False,0.001439390114661588,0.00037755764939107183,0.0,0.0,False,176.5,153.0,176.5,456.5,382.5,251.0,266.0,0.0037593984962406013,False,False,False
app_LT_entropy_shannon_4_coef,Wavelet,2.08268833334707e-05,8.199903804591605e-05,0.6356125594248665,0.6356125594248665,0.35638297872340424,0.35638297872340424,8.200e-05,8120.250870731071,252,False,False,0,0.0,0.0,False,False,0.0015052291521704577,0.0005528451939434234,0.0,0.0,False,191.0,158.0,191.0,456.5,382.5,223.0,267.0,0.003745318352059925,False,False,False
RPDE,Nonlinear,5.879858535785043e-05,0.00020007482438508383,0.6358772295130634,0.6358772295130634,0.33643617021276595,0.33643617021276595,2.001e-04,0.126949011671002,252,False,False,0,0.0,0.0,False,False,0.0016508072549693067,0.0007316375122270691,0.0,0.0,False,221.0,157.0,221.0,456.5,382.5,166.0,267.3333333333333,0.0037406483790523694,False,False,False
tqwt_minValue_dec_6,TQWT,4.44386220669282e-05,0.0001554318316015349,0.5536721356357753,0.5536721356357753,0.3419215425531915,0.3419215425531915,1.554e-04,0.042630483332259286,252,False,False,0,0.0,0.0,False,False,0.0017088777842246324,0.00030546831313277685,0.0,0.0,False,215.0,203.0,215.0,456.5,382.5,140.0,268.6666666666667,0.003722084367245657,False,False,False
meanPeriodPulses,Other,2.834818789283978e-05,0.00010605889201699261,0.5344266830498253,0.5344266830498253,0.3505651595744681,0.3505651595744681,1.061e-04,0.0016966578228028895,252,False,False,0,0.0,0.0,False,False,0.0016600350642730626,0.0005418665001204399,0.0,0.0,False,201.0,214.0,201.0,456.5,382.5,162.0,269.5,0.0037105751391465678,False,False,False
tqwt_TKEO_mean_dec_8,TQWT,1.0864244297553955e-06,9.077679679733973e-06,-0.5144088304946606,0.5144088304946606,-0.40824468085106386,0.40824468085106386,9.078e-06,0.0005830494978752444,251,False,False,0,0.0,0.0,False,False,0.001174453163945718,0.0006171871954195001,0.0,0.0,False,90.0,228.0,90.0,456.5,382.5,372.0,269.8333333333333,0.003705991352686844,False,False,False
app_entropy_log_6_coef,Wavelet,1.7900376396020354e-05,7.27626110800395e-05,-0.6166812373632281,0.6166812373632281,-0.3592087765957447,0.3592087765957447,7.276e-05,9.221224650121265,252,False,False,0,0.0,0.0,False,False,0.0014704875716200691,0.00030804731702668256,0.0,0.0,False,184.5,173.0,184.5,456.5,382.5,240.0,270.1666666666667,0.003701418877236274,False,False,False
tqwt_minValue_dec_5,TQWT,0.00040151659474147377,0.0011060090814856713,0.445305361664647,0.445305361664647,0.29637632978723405,0.29637632978723405,1.106e-03,0.03950061543458402,252,False,False,1,0.2,0.02386581005701663,True,False,0.0013342588528340651,0.00012222467580830674,0.0,0.0,False,273.0,270.0,273.0,127.0,382.5,296.0,270.25,0.0037002775208140612,False,False,False
tqwt_energy_dec_27,TQWT,7.931119586548146e-08,1.296565636757436e-06,0.47074997441413335,0.47074997441413335,0.44955119680851063,0.44955119680851063,1.297e-06,0.08510246952333701,251,False,False,0,0.0,0.0,False,False,0.001031814051558433,0.00013265558813700229,0.0,0.0,False,46.0,252.0,46.0,456.5,382.5,440.0,270.5,0.0036968576709796672,False,False,False
app_LT_TKEO_mean_10_coef,Wavelet,1.2826076252008753e-05,5.88122520823816e-05,-0.6536931416472958,0.6536931416472958,-0.3653590425531915,0.3653590425531915,5.881e-05,374.3969589311044,252,False,False,0,0.0,0.0,False,False,0.0012745349949932106,0.0003246818466568185,0.0,0.0,False,162.0,137.0,163.5,456.5,382.5,324.0,270.9166666666667,0.0036911719470932016,False,False,False
tqwt_energy_dec_7,TQWT,4.717404463028495e-05,0.0001634787168754575,-0.47569528794570126,0.47569528794570126,-0.34075797872340424,0.34075797872340424,1.635e-04,0.002136437650228028,251,False,False,0,0.0,0.0,False,False,0.0017887611320995273,0.0005424244844723568,0.0,0.0,False,217.0,246.0,217.0,456.5,382.5,115.0,272.3333333333333,0.0036719706242350062,False,False,False
tqwt_TKEO_std_dec_6,TQWT,1.0639184642794048e-05,5.748973217802305e-05,-0.327079272559183,0.327079272559183,-0.3687666223404255,0.3687666223404255,5.749e-05,0.0012340130173682223,249,False,False,0,0.0,0.0,False,False,0.001658134616721172,0.0004198272389803226,0.0,0.0,False,146.0,353.0,136.5,456.5,382.5,163.0,272.9166666666667,0.00366412213740458,False,False,False
app_LT_entropy_log_9_coef,Wavelet,1.4169879830043815e-05,6.159415668392337e-05,-0.6029098255696697,0.6029098255696697,-0.363530585106383,0.363530585106383,6.159e-05,1.5794335207436805,251,False,False,0,0.0,0.0,False,False,0.001367625685381312,0.0003029421302962984,0.0,0.0,False,170.5,179.0,171.5,456.5,382.5,282.0,273.6666666666667,0.0036540803897685747,False,False,False
tqwt_minValue_dec_9,TQWT,1.9225076625494283e-05,7.772719151812742e-05,0.6490397144882167,0.6490397144882167,0.35787898936170215,0.35787898936170215,7.773e-05,0.04884402951438208,252,False,False,0,0.0,0.0,False,False,0.001338754803375087,0.0003676764762391372,0.0,0.0,False,186.0,143.0,186.0,456.5,382.5,293.0,274.5,0.0036429872495446266,False,False,False
tqwt_minValue_dec_17,TQWT,0.0011983174835844448,0.002993803148357151,0.3994104250042142,0.3994104250042142,0.2712765957446808,0.2712765957446808,2.994e-03,0.3437270452153111,252,False,False,1,0.2,0.006104692906355131,True,False,0.0014591871644050057,0.000585674267502244,0.0,0.0,False,301.0,304.0,301.0,127.0,382.5,244.0,276.5833333333333,0.0036155468514612837,False,False,False
tqwt_minValue_dec_16,TQWT,1.4298494538486711e-05,6.179579248817246e-05,0.6129697704273681,0.6129697704273681,0.36336436170212766,0.36336436170212766,6.180e-05,0.29678060348071716,251,False,False,0,0.0,0.0,False,False,0.0013269464591278957,0.00032864056580922293,0.0,0.0,False,174.0,177.0,174.0,456.5,382.5,301.0,277.5,0.0036036036036036037,False,False,False
app_LT_entropy_log_8_coef,Wavelet,1.4169879830043815e-05,6.159415668392337e-05,-0.602902374553406,0.602902374553406,-0.363530585106383,0.363530585106383,6.159e-05,1.5794703455273882,251,False,False,0,0.0,0.0,False,False,0.0013017780201558056,0.0004401055585697672,0.0,0.0,False,170.5,180.0,171.5,456.5,382.5,307.0,278.0,0.0035971223021582736,False,False,False
app_LT_entropy_shannon_3_coef,Wavelet,3.066427264956911e-05,0.00011303692662978417,0.6265065407242861,0.6265065407242861,0.3490691489361702,0.3490691489361702,1.130e-04,5414.393480410599,252,False,False,0,0.0,0.0,False,False,0.001383257905822269,0.00053206616594258,0.0,0.0,False,204.0,164.0,204.0,456.5,382.5,278.0,281.5,0.003552397868561279,False,False,False
tqwt_minValue_dec_34,TQWT,0.001578439698328532,0.003866406036296599,0.45139173996762566,0.45139173996762566,0.2646276595744681,0.2646276595744681,3.866e-03,0.13055676225291413,252,False,False,0,0.0,0.0,False,False,0.0012081353661194444,0.0003740637587802648,0.007692307692307709,0.017200522903844575,True,307.0,265.0,307.0,456.5,8.0,350.0,282.25,0.00354295837023915,False,False,False
app_det_TKEO_mean_3_coef,Other,2.2957455818051747e-05,8.853336807782008e-05,-0.6725005363416617,0.6725005363416617,-0.35455452127659576,0.35455452127659576,8.853e-05,9091.234366185774,252,False,False,0,0.0,0.0,False,False,0.0012110380306092272,0.00020875510787007675,0.0,0.0,False,195.0,122.0,195.0,456.5,382.5,346.0,282.8333333333333,0.0035356511490866236,False,False,False
tqwt_entropy_log_dec_5,TQWT,4.48199911191447e-05,0.00015603996908146675,-0.5512470769260209,0.5512470769260209,-0.34175531914893614,0.34175531914893614,1.560e-04,179239.26646199767,252,False,False,0,0.0,0.0,False,False,0.0014999171971762757,0.00018029931512469704,0.0,0.0,False,216.0,204.0,216.0,456.5,382.5,226.0,283.5,0.003527336860670194,False,False,False
app_LT_entropy_shannon_2_coef,Wavelet,3.7427739736681455e-05,0.00013466823101427968,0.6200464373077714,0.6200464373077714,0.34524601063829785,0.34524601063829785,1.347e-04,3919.8348211064304,252,False,False,0,0.0,0.0,False,False,0.0013783613685705235,0.00013231426576972211,0.0,0.0,False,209.0,168.0,209.0,456.5,382.5,279.0,284.0,0.0035211267605633804,False,False,False
rapJitter,Jitter,4.771761445845863e-07,5.190432394893818e-06,0.4480299524526665,0.4480299524526665,0.421625664893617,0.421625664893617,5.190e-06,0.000883847547080086,184,False,False,0,0.0,0.0,False,False,0.0009923612982203965,0.00045850196218223574,0.0,0.0,False,70.0,267.0,69.0,456.5,382.5,464.0,284.8333333333333,0.0035108250438853133,False,False,False
tqwt_stdValue_dec_34,TQWT,0.00019021101080255335,0.0005653702771680637,-0.5767582161786228,0.5767582161786228,-0.3125,0.3125,5.654e-04,0.041831552689495,252,False,False,0,0.0,0.0,False,False,0.001640520928281039,0.0005201501848147147,0.0,0.0,False,253.0,195.0,253.0,456.5,382.5,169.0,284.8333333333333,0.0035108250438853133,False,False,False
app_LT_TKEO_std_1_coef,Wavelet,3.120283635487476e-05,0.00011446113628715033,-0.5866288608324639,0.5866288608324639,-0.34873670212765956,0.34873670212765956,1.145e-04,0.8237457785227763,252,False,False,0,0.0,0.0,False,False,0.0013855707318041724,0.0002446002816779014,0.0,0.0,False,205.0,190.0,205.0,456.5,382.5,275.0,285.6666666666667,0.0035005834305717617,False,False,False
tqwt_medianValue_dec_10,TQWT,0.025181422739625776,0.045086737857615675,0.4329246980751199,0.4329246980751199,0.1875,0.1875,4.509e-02,4.833456965949474e-05,251,False,False,5,1.0,0.16134675885252642,True,False,0.0015345204774152373,0.0003677882551089975,0.0,0.0,False,420.0,280.0,420.0,5.0,382.5,210.0,286.25,0.0034934497816593887,False,False,False
tqwt_maxValue_dec_15,TQWT,9.573575898785284e-06,5.6687848501148576e-05,-0.6824965099120438,0.6824965099120438,-0.3706781914893617,0.3706781914893617,5.669e-05,0.24947376123586082,251,False,False,0,0.0,0.0,False,False,0.000917615476506327,0.00016309871122571615,0.0,0.0,False,125.5,114.0,126.0,456.5,382.5,516.0,286.75,0.0034873583260680036,False,False,False
app_LT_TKEO_mean_1_coef,Wavelet,1.5788744330323236e-05,6.633061038783012e-05,-0.4493410198400408,0.4493410198400408,-0.3615359042553192,0.3615359042553192,6.633e-05,0.14122723954393165,251,False,False,0,0.0,0.0,False,False,0.0013989362143161748,0.0003625445233742835,0.0,0.0,False,178.5,266.0,178.5,456.5,382.5,267.0,288.1666666666667,0.003470213996529786,False,False,False
ddpJitter,Jitter,4.6516822400245226e-07,5.144213300733002e-06,0.44795904825777416,0.44795904825777416,0.4220412234042553,0.4220412234042553,5.144e-06,0.0026516360851890825,212,False,False,0,0.0,0.0,False,False,0.0009546662505527405,0.0002478053349370337,0.0,0.0,False,68.0,268.0,68.0,456.5,382.5,496.0,289.8333333333333,0.003450258769407706,False,False,False
locDbShimmer,Shimmer,4.985541562001604e-05,0.0001719783144323489,0.4730284824904846,0.4730284824904846,0.3396775265957447,0.3396775265957447,1.720e-04,0.33375170794214315,244,False,False,0,0.0,0.0,False,False,0.00151676404955349,0.000542807879143044,0.0,0.0,False,218.0,248.0,218.0,456.5,382.5,216.0,289.8333333333333,0.003450258769407706,False,False,False
tqwt_TKEO_mean_dec_18,TQWT,0.0038788033083885145,0.008503965270869279,-0.2524231109647337,0.2524231109647337,-0.24185505319148937,0.24185505319148937,8.504e-03,0.204714503716906,252,False,False,1,0.2,0.012931560046702659,True,False,0.0016879888258925658,0.0004462592570009979,0.0,0.0,False,342.5,413.0,342.5,127.0,382.5,149.0,292.75,0.0034158838599487617,False,False,False
tqwt_TKEO_mean_dec_17,TQWT,2.4205419384644657e-05,9.239835216879584e-05,-0.3432371159636149,0.3432371159636149,-0.35355718085106386,0.35355718085106386,9.240e-05,0.14550459877359254,252,False,False,0,0.0,0.0,False,False,0.0015923805577519959,0.0004809440985860093,0.0,0.0,False,197.0,340.0,197.0,456.5,382.5,190.0,293.8333333333333,0.003403289846851957,False,False,False
std_MFCC_11th_coef,MFCC,3.9752683217408926e-05,0.00014167780938147636,0.5907500285740274,0.5907500285740274,0.34408244680851063,0.34408244680851063,1.417e-04,0.06058489562742171,252,False,False,0,0.0,0.0,False,False,0.0012869271630591367,0.0002776919061297402,0.0,0.0,False,211.0,187.0,211.0,456.5,382.5,317.0,294.1666666666667,0.0033994334277620396,False,False,False
GQ_std_cycle_open,Other,2.8597071370690307e-05,0.00010646038450870846,0.42723565969173827,0.42723565969173827,0.3503989361702128,0.3503989361702128,1.065e-04,26.508550268314643,252,False,False,0,0.0,0.0,False,False,0.001467908890177896,0.0003162812510189004,0.0,0.0,False,202.0,282.0,202.0,456.5,382.5,242.0,294.5,0.003395585738539898,False,False,False
app_entropy_log_4_coef,Wavelet,6.132490998438872e-05,0.0002077312266137852,-0.5471203466570032,0.5471203466570032,-0.33560505319148937,0.33560505319148937,2.077e-04,15.456340841359056,252,False,False,0,0.0,0.0,False,False,0.0013779706914639135,0.0003844439576115269,0.0,0.0,False,222.0,206.0,222.0,456.5,382.5,280.0,294.8333333333333,0.003391746749576032,False,False,False
std_3rd_delta_delta,Delta / Delta-delta,0.00044594014139673414,0.0012106389398207369,0.6014377090178675,0.6014377090178675,0.29404920212765956,0.29404920212765956,1.211e-03,0.009926409969086253,252,False,False,0,0.0,0.0,False,False,0.0015895311332164447,0.0006594310005548582,0.0,0.0,False,277.0,184.0,277.0,456.5,382.5,194.0,295.1666666666667,0.003387916431394692,False,False,False
app_entropy_log_5_coef,Wavelet,3.5538241859186735e-05,0.0001291051105222629,-0.5890554032495714,0.5890554032495714,-0.3462433510638298,0.3462433510638298,1.291e-04,11.161185617228073,252,False,False,0,0.0,0.0,False,False,0.0012442099900229185,0.00042073115319752924,0.0,0.0,False,206.5,189.0,206.5,456.5,382.5,332.0,295.5,0.00338409475465313,False,False,False
tqwt_medianValue_dec_12,TQWT,0.04720361612941763,0.07958995365318848,0.3028274396272837,0.3028274396272837,0.16622340425531915,0.16622340425531915,7.959e-02,4.1909526755997594e-05,252,False,False,2,0.4,0.06063784656259765,True,False,0.0022951985826165323,0.0005019175377740562,0.0,0.0,False,446.0,373.0,445.0,75.5,382.5,57.0,296.5,0.003372681281618887,False,False,False
app_TKEO_std_3_coef,Other,5.542685617707248e-05,0.00018945907202344776,-0.6591343004175747,0.6591343004175747,-0.33759973404255317,0.33759973404255317,1.895e-04,40203.81669140676,252,False,False,0,0.0,0.0,False,False,0.0011555925161838446,0.0004000203276343991,0.0,0.0,False,220.0,130.0,220.0,456.5,382.5,383.0,298.6666666666667,0.0033482142857142855,False,False,False
app_LT_entropy_shannon_1_coef,Wavelet,4.079048330114668e-05,0.00014469077095501088,0.6163052016843512,0.6163052016843512,0.3435837765957447,0.3435837765957447,1.447e-04,3073.6849075515656,252,False,False,0,0.0,0.0,False,False,0.0011905040224576451,0.0004223923951348969,0.0,0.0,False,212.0,174.0,212.0,456.5,382.5,359.0,299.3333333333333,0.0033407572383073497,False,False,False
tqwt_energy_dec_8,TQWT,0.00032727880979334124,0.0009252393419721526,-0.5153205329000662,0.5153205329000662,-0.30086436170212766,0.30086436170212766,9.252e-04,0.0028889583979849224,252,False,False,0,0.0,0.0,False,False,0.0015460989148741422,0.000483148989839697,0.0,0.0,False,266.0,227.0,266.0,456.5,382.5,205.0,300.5,0.0033277870216306157,False,False,False
std_3rd_delta,Delta / Delta-delta,0.000544846011285875,0.0014580932401671814,0.5940243985758646,0.5940243985758646,0.28956117021276595,0.28956117021276595,1.458e-03,0.020172241969243155,252,False,False,0,0.0,0.0,False,False,0.001507415631233016,0.0005500204837518623,0.0,0.0,False,281.0,185.0,281.0,456.5,382.5,219.0,300.8333333333333,0.00332409972299169,False,False,False
tqwt_maxValue_dec_1,TQWT,0.00015476473013577847,0.00046928660105687665,-0.5504992098908816,0.5504992098908816,-0.3168218085106383,0.3168218085106383,4.693e-04,0.02605954851684779,252,False,False,0,0.0,0.0,False,False,0.0013749526807281958,0.0010161062385481696,0.0,0.0,False,247.5,205.0,247.5,456.5,382.5,281.0,303.3333333333333,0.0032967032967032967,False,False,False
std_MFCC_10th_coef,MFCC,8.990990702184464e-05,0.0002952500003512104,0.579771883226928,0.579771883226928,0.3279587765957447,0.3279587765957447,2.953e-04,0.06517429308432153,252,False,False,0,0.0,0.0,False,False,0.0012408016479102015,0.00039702729934165936,0.0,0.0,False,229.0,191.0,229.0,456.5,382.5,335.0,303.8333333333333,0.003291278113000549,False,False,False
meanIntensity,Intensity,0.00013397474072838328,0.0004163182025939844,-0.6190075092841321,0.6190075092841321,-0.31981382978723405,0.31981382978723405,4.163e-04,6.877177102762645,252,False,False,0,0.0,0.0,False,False,0.00124588919992934,0.00021405997530903954,0.0,0.0,False,242.0,170.0,242.0,456.5,382.5,331.0,304.0,0.003289473684210526,False,False,False
tqwt_TKEO_mean_dec_35,TQWT,9.065261108612337e-05,0.00029639462407289027,-0.4829585284754932,0.4829585284754932,-0.32779255319148937,0.32779255319148937,2.964e-04,0.014486362773584768,251,False,False,0,0.0,0.0,False,False,0.001345671496013191,0.00044049277845505515,0.0,0.0,False,230.0,241.0,230.0,456.5,382.5,290.0,305.0,0.003278688524590164,False,False,False
meanHarmToNoiseHarmonicity,HNR / Harmonicity,7.310137646061633e-05,0.00024323997831143134,-0.5309030194961828,0.5309030194961828,-0.33211436170212766,0.33211436170212766,2.432e-04,5.202318210405596,252,False,False,0,0.0,0.0,False,False,0.0012508804806179322,0.0003860345586203825,0.0,0.0,False,225.5,217.0,225.5,456.5,382.5,330.0,306.1666666666667,0.00326619488296135,False,False,False
tqwt_stdValue_dec_5,TQWT,0.00013077664627600524,0.0004080665477159998,-0.4532660142176389,0.4532660142176389,-0.3203125,0.3203125,4.081e-04,0.004898604406187288,252,False,False,0,0.0,0.0,False,False,0.0014301102574029115,0.0005157512277462008,0.0,0.0,False,240.5,264.0,240.5,456.5,382.5,253.0,306.1666666666667,0.00326619488296135,False,False,False
tqwt_entropy_log_dec_18,TQWT,0.0002851492350879265,0.000818443606053896,-0.5777821862558795,0.5777821862558795,-0.3038563829787234,0.3038563829787234,8.184e-04,11018.302519649656,252,False,False,0,0.0,0.0,False,False,0.001327957423604326,0.0005136099663232191,0.0,0.0,False,262.0,193.0,262.0,456.5,382.5,300.0,309.3333333333333,0.0032327586206896556,False,False,False
mean_MFCC_6th_coef,MFCC,0.07705197897198597,0.12328316635517755,-0.26251128230938464,0.26251128230938464,-0.14810505319148937,0.14810505319148937,1.233e-01,0.7931158759691571,252,False,False,5,1.0,0.21841003116141144,True,False,0.0017511922179330823,0.0004380865800508802,0.0,0.0,False,470.0,407.0,470.0,5.0,382.5,126.0,310.0833333333333,0.003224939532383768,False,False,False
tqwt_energy_dec_6,TQWT,0.0012066841619439537,0.0030047234760988513,-0.39021825339037036,0.39021825339037036,-0.2711103723404255,0.2711103723404255,3.005e-03,0.0033658305622442626,251,False,False,0,0.0,0.0,False,False,0.001849289068078548,0.0004091474784518445,0.0,0.0,False,302.0,315.0,302.0,456.5,382.5,107.0,310.8333333333333,0.0032171581769437,False,False,False
app_LT_entropy_log_7_coef,Wavelet,7.49488890229451e-05,0.0002471998444967312,-0.5234985949380718,0.5234985949380718,-0.3316156914893617,0.3316156914893617,2.472e-04,1.792407678187814,252,False,False,0,0.0,0.0,False,False,0.0012083258634535386,0.00034103777255791075,0.0,0.0,False,228.0,222.0,228.0,456.5,382.5,349.0,311.0,0.003215434083601286,False,False,False
tqwt_kurtosisValue_dec_19,TQWT,3.6471374537858095e-05,0.00013185804640610235,0.5315942005469353,0.5315942005469353,0.34574468085106386,0.34574468085106386,1.319e-04,0.8031524329368636,252,False,False,0,0.0,0.0,False,False,0.0011224693782927505,0.000149857599576095,0.0,0.0,False,208.0,215.0,208.0,456.5,382.5,396.0,311.0,0.003215434083601286,False,False,False
tqwt_kurtosisValue_dec_15,TQWT,1.0639346674308317e-05,5.748973217802305e-05,0.36897648360437046,0.36897648360437046,0.3687666223404255,0.3687666223404255,5.749e-05,1.5914599548846664,251,False,False,0,0.0,0.0,False,False,0.0010468181949301533,0.0002342605582987098,0.0,0.0,False,146.0,323.0,136.5,456.5,382.5,425.0,311.5833333333333,0.0032094142818935548,False,False,False
IMF_SNR_entropy,Wavelet,2.6199035130345364e-05,9.900338903527496e-05,0.5438577495347986,0.5438577495347986,0.35206117021276595,0.35206117021276595,9.900e-05,10.109117100601338,252,False,False,0,0.0,0.0,False,False,0.0010490761729666002,0.00017559956718510547,0.0,0.0,False,198.5,210.0,198.5,456.5,382.5,424.0,311.6666666666667,0.00320855614973262,False,False,False
tqwt_stdValue_dec_18,TQWT,0.002194420435901144,0.0051568880243676885,-0.39522486783250227,0.39522486783250227,-0.25648271276595747,0.25648271276595747,5.157e-03,0.16339417313260926,252,False,False,0,0.0,0.0,False,False,0.001977861923230374,0.00020612603025035587,0.0,0.0,False,319.5,311.0,319.5,456.5,382.5,88.0,312.8333333333333,0.003196590303676079,False,False,False
tqwt_TKEO_mean_dec_33,TQWT,0.0025369874103755925,0.0058342952067353075,-0.3937529580564617,0.3937529580564617,-0.25282579787234044,0.25282579787234044,5.834e-03,0.08092436975875965,251,False,False,0,0.0,0.0,False,False,0.002095420641664385,0.000131275349194222,0.0,0.0,False,327.0,312.0,327.0,456.5,382.5,77.0,313.6666666666667,0.003188097768331562,False,False,False
tqwt_energy_dec_10,TQWT,0.002690725401511021,0.006150229489168049,-0.4675416164051829,0.4675416164051829,-0.25132978723404253,0.25132978723404253,6.150e-03,0.005883157333919306,252,False,False,0,0.0,0.0,False,False,0.001733696936601597,0.00047746476218304675,0.0,0.0,False,329.0,254.0,329.0,456.5,382.5,131.0,313.6666666666667,0.003188097768331562,False,False,False
app_LT_entropy_log_6_coef,Wavelet,6.668905834323702e-05,0.00022388469586658144,-0.5254766807364891,0.5254766807364891,-0.33394281914893614,0.33394281914893614,2.239e-04,1.970023928455464,252,False,False,0,0.0,0.0,False,False,0.0011681230197536025,0.0003329570482819429,0.0,0.0,False,224.0,221.0,224.0,456.5,382.5,375.0,313.8333333333333,0.0031864046733935214,False,False,False
tqwt_entropy_shannon_dec_33,TQWT,0.0038788033083885145,0.008503965270869279,0.053778373500956385,0.053778373500956385,-0.24185505319148937,0.24185505319148937,8.504e-03,18.265499094830542,252,False,False,0,0.0,0.0,False,False,0.002038190901662906,0.0007436838313693286,0.007692307692307709,0.017200522903844575,True,342.5,655.0,342.5,456.5,8.0,83.0,314.5833333333333,0.0031788079470198675,False,False,False
app_entropy_log_3_coef,Wavelet,9.601844014817751e-05,0.00030989642485592056,-0.49677334561978514,0.49677334561978514,-0.32662898936170215,0.32662898936170215,3.099e-04,24.301883254682373,252,False,False,0,0.0,0.0,False,False,0.0012083785671875267,0.0004448385825439425,0.0,0.0,False,233.0,236.0,233.0,456.5,382.5,348.0,314.8333333333333,0.003176283748014823,False,False,False
tqwt_kurtosisValue_dec_21,TQWT,0.0016894366928457637,0.00409824642909682,0.39606937814328813,0.39606937814328813,0.2629654255319149,0.2629654255319149,4.098e-03,0.6669396793436599,252,False,False,1,0.2,0.06872917920569799,True,False,0.0010093586950881196,0.0003719373226384437,0.0,0.0,False,310.0,310.0,310.0,127.0,382.5,456.0,315.9166666666667,0.0031653917172250064,False,False,False
locShimmer,Shimmer,9.253522797474918e-05,0.00029994177343539393,0.4322303625876292,0.4322303625876292,0.3273769946808511,0.3273769946808511,2.999e-04,0.037521988662524014,250,False,False,0,0.0,0.0,False,False,0.0012387624954243125,0.00031200380381352105,0.0,0.0,False,231.5,281.0,232.0,456.5,382.5,337.0,320.0833333333333,0.0031241864097891177,False,False,False
tqwt_medianValue_dec_33,TQWT,0.09398590321195126,0.14693845990725019,-0.1911205361922098,0.1911205361922098,-0.14029255319148937,0.14029255319148937,1.469e-01,0.0011301066339528174,252,False,False,5,1.0,0.21849446108419218,True,False,0.0018277576454542141,0.00038669521157557384,0.0,0.0,False,481.0,466.0,481.0,5.0,382.5,109.0,320.75,0.003117692907248636,False,False,False
