feature,category,p_mannwhitney,q_mannwhitney,cohens_d,abs_cohens_d,cliffs_delta,abs_cliffs_delta,q_mannwhitney_scientific,subject_level_std,subject_level_unique_count,is_constant,is_near_constant,selected_folds,selection_frequency,mean_abs_l1_coefficient,l1_selected_any,l1_selected_near_constant,tree_importance_mean,tree_importance_std,permutation_importance_mean,permutation_importance_std_across_folds,permutation_importance_positive,rank_q_mannwhitney,rank_abs_cohens_d,rank_abs_cliffs_delta,rank_selection_frequency,rank_permutation_importance,rank_tree_importance,mean_rank,rank_score,included_in_top10,included_in_top20,included_in_top50
tqwt_maxValue_dec_3,TQWT,0.004856863460549573,0.010259441916666513,-0.245444368550698,0.245444368550698,-0.23587101063829788,0.23587101063829788,1.026e-02,0.022590035115940946,252,False,False,0,0.0,0.0,False,False,0.0009073762642107999,0.00022616247879516443,0.0,0.0,False,356.0,416.0,356.0,456.5,382.5,521.0,414.6666666666667,0.0024115755627009644,False,False,False
std_1st_delta,Delta / Delta-delta,0.037546557946569234,0.06446349674844763,0.3590100587359184,0.3590100587359184,0.17420212765957446,0.17420212765957446,6.446e-02,0.034655887351023706,252,False,False,0,0.0,0.0,False,False,0.001020179801546983,0.0002479690792393917,0.0,0.0,False,438.0,327.0,438.0,456.5,382.5,449.0,415.1666666666667,0.002408671216378964,False,False,False
tqwt_entropy_shannon_dec_4,TQWT,0.0034823123291268607,0.007770619796745992,-0.11973251262458053,0.11973251262458053,-0.24468085106382978,0.24468085106382978,7.771e-03,28.73416550679212,252,False,False,0,0.0,0.0,False,False,0.0010385297462598435,0.00039853300476593506,0.0,0.0,False,337.0,552.0,337.0,456.5,382.5,435.0,416.6666666666667,0.0024,False,False,False
tqwt_entropy_shannon_dec_25,TQWT,0.2623759985331682,0.3510796279305026,0.06518496485481776,0.06518496485481776,0.09391622340425532,0.09391622340425532,3.511e-01,314.56976251996554,252,False,False,3,0.6,0.15783660418933926,True,False,0.0012860515632253404,0.00037573022553477636,0.0,0.0,False,562.0,634.0,562.0,45.0,382.5,318.0,417.25,0.002396644697423607,False,False,False
tqwt_stdValue_dec_28,TQWT,0.004917237976126138,0.010357879434304917,0.27357665790077845,0.27357665790077845,0.23553856382978725,0.23553856382978725,1.036e-02,0.21300671285581807,252,False,False,0,0.0,0.0,False,False,0.0008543400494004236,0.00012732424153280534,0.0,0.0,False,357.0,398.0,357.0,456.5,382.5,553.0,417.3333333333333,0.0023961661341853034,False,False,False
VFER_SNR_SEO,Other,0.5232615921189523,0.6100662283309335,-0.13585379596807307,0.13585379596807307,-0.05352393617021277,0.05352393617021277,6.101e-01,231.88506807905472,252,False,False,2,0.4,0.03184830027563405,True,False,0.0014743178284993884,0.0003315220771817494,0.0,0.0,False,645.0,526.0,645.0,75.5,382.5,236.0,418.3333333333333,0.0023904382470119525,False,False,False
tqwt_maxValue_dec_27,TQWT,0.03037653147929682,0.05275554658760094,0.32150640354078636,0.32150640354078636,0.1813497340425532,0.1813497340425532,5.276e-02,0.5523019771545825,252,False,False,0,0.0,0.0,False,False,0.001020795395350381,0.0002707771200056498,0.0,0.0,False,432.5,359.0,432.5,456.5,382.5,447.0,418.3333333333333,0.0023904382470119525,False,False,False
tqwt_meanValue_dec_7,TQWT,0.15717370611956116,0.22773531214240847,0.40772987022733537,0.40772987022733537,0.11851728723404255,0.11851728723404255,2.277e-01,1.873717242756284e-20,252,False,True,2,0.4,0.07801819008532468,True,True,0.0,0.0,0.0,0.0,False,519.0,293.0,519.0,75.5,382.5,735.0,420.6666666666667,0.002377179080824089,False,False,False
tqwt_kurtosisValue_dec_5,TQWT,0.013627478646042667,0.02587844429753557,0.26631688381049046,0.26631688381049046,0.2066156914893617,0.2066156914893617,2.588e-02,1112.5660374808938,252,False,False,0,0.0,0.0,False,False,0.0009637631730308448,0.00044199948882485526,0.0,0.0,False,396.0,403.0,396.0,456.5,382.5,491.0,420.8333333333333,0.002376237623762376,False,False,False
GNE_SNR_TKEO,Nonlinear,0.29220934737024395,0.3814955368444852,-0.2969353784436307,0.2969353784436307,-0.08826462765957446,0.08826462765957446,3.815e-01,0.053902961034314835,252,False,False,0,0.0,0.0,False,False,0.0016695166442972837,0.0005659653491693166,0.0,0.0,False,574.0,380.0,575.0,456.5,382.5,158.0,421.0,0.0023752969121140144,False,False,False
tqwt_entropy_log_dec_2,TQWT,0.018985138245679635,0.03490666005073615,-0.33809215366748685,0.33809215366748685,-0.19647606382978725,0.19647606382978725,3.491e-02,257700.22615596975,252,False,False,0,0.0,0.0,False,False,0.0008906009804977669,0.00015063360295511762,0.0,0.0,False,409.0,346.0,409.0,456.5,382.5,528.0,421.8333333333333,0.002370604504148558,False,False,False
tqwt_kurtosisValue_dec_14,TQWT,0.006371487726569607,0.01301999665864224,0.2237640910929896,0.2237640910929896,0.22847406914893617,0.22847406914893617,1.302e-02,2.0597153892034994,251,False,False,0,0.0,0.0,False,False,0.00090971142867813,0.00022338069485207659,0.0,0.0,False,368.0,439.0,367.0,456.5,382.5,519.0,422.0,0.002369668246445498,False,False,False
tqwt_skewnessValue_dec_21,TQWT,0.7260130594039202,0.7733170264472351,0.0996519921860297,0.0996519921860297,-0.02942154255319149,0.02942154255319149,7.733e-01,0.00664897571309784,252,False,False,3,0.6,0.03857948571288865,True,False,0.0017894031772331554,0.0005377539802525069,0.0,0.0,False,706.0,580.0,706.0,45.0,382.5,114.0,422.25,0.002368265245707519,False,False,False
tqwt_kurtosisValue_dec_24,TQWT,0.010281646551733302,0.019927314966245988,-0.26792355019091574,0.26792355019091574,0.21492686170212766,0.21492686170212766,1.993e-02,3.7114696253660697,249,False,False,0,0.0,0.0,False,False,0.0009150730879440433,0.0002256386696150656,0.0,0.0,False,388.0,402.0,388.0,456.5,382.5,517.0,422.3333333333333,0.0023677979479084454,False,False,False
tqwt_stdValue_dec_23,TQWT,0.008495156942291887,0.016767343886098424,-0.3927674723275275,0.3927674723275275,-0.2204122340425532,0.2204122340425532,1.677e-02,0.1447026137979217,252,False,False,0,0.0,0.0,False,False,0.0006864154539528555,0.00026810903410800195,0.0,0.0,False,381.0,313.0,380.0,456.5,382.5,621.0,422.3333333333333,0.0023677979479084454,False,False,False
mean_10th_delta_delta,Delta / Delta-delta,0.2967816049862645,0.38679335693183864,0.13873311932516744,0.13873311932516744,0.08743351063829788,0.08743351063829788,3.868e-01,0.00018771044169963195,252,False,False,3,0.6,0.12977393303273524,True,False,0.0010396497681449545,0.00021587019527048322,0.0,0.0,False,577.0,521.0,576.0,45.0,382.5,433.0,422.4166666666667,0.002367330834484119,False,False,False
tqwt_kurtosisValue_dec_2,TQWT,0.2903937637667453,0.3814955368444852,0.17822298909748238,0.17822298909748238,-0.08859707446808511,0.08859707446808511,3.815e-01,1343.7286416321817,252,False,False,1,0.2,0.006361888655723451,True,False,0.0011158420942122375,0.00018149793096559525,0.0,0.0,False,574.0,479.0,572.0,127.0,382.5,400.0,422.4166666666667,0.002367330834484119,False,False,False
mean_MFCC_1st_coef,MFCC,0.23706991942984157,0.3206413298763325,-0.12057332784750784,0.12057332784750784,-0.0990691489361702,0.0990691489361702,3.206e-01,1.555992102832819,252,False,False,2,0.4,0.013770079024951315,True,False,0.0010690562277344922,0.00023404018362468786,0.0,0.0,False,556.0,550.0,556.0,75.5,382.5,415.0,422.5,0.002366863905325444,False,False,False
tqwt_stdValue_dec_25,TQWT,0.2172162195525289,0.2969938129154577,0.1323259317620731,0.1323259317620731,0.10339095744680851,0.10339095744680851,2.970e-01,0.2806622414607202,252,False,False,1,0.2,0.049496719430442884,True,False,0.0011193146917866813,0.00026878026889003007,0.0,0.0,False,549.0,530.0,549.5,127.0,382.5,399.0,422.8333333333333,0.002364998029168309,False,False,False
tqwt_kurtosisValue_dec_25,TQWT,0.21099217850413787,0.2900660296802773,-0.48683806301134785,0.48683806301134785,-0.10480385638297872,0.10480385638297872,2.901e-01,28.261632673386018,247,False,False,0,0.0,0.0,False,False,0.001179016487862622,0.0001572453140809005,0.0,0.0,False,547.0,237.0,547.0,456.5,382.5,369.0,423.1666666666667,0.0023631350925561244,False,False,False
tqwt_stdValue_dec_20,TQWT,0.010519528005033068,0.020335951310500942,-0.24521501243037222,0.24521501243037222,-0.2142619680851064,0.2142619680851064,2.034e-02,0.10386513971731084,252,False,False,0,0.0,0.0,False,False,0.0009206329544490868,0.00011423399571387394,0.0,0.0,False,389.0,417.0,389.0,456.5,382.5,515.0,424.8333333333333,0.0023538642604943117,False,False,False
tqwt_medianValue_dec_14,TQWT,0.3512465412347281,0.4409639382446002,0.09672753788980078,0.09672753788980078,0.078125,0.078125,4.410e-01,0.0006031927655959487,252,False,False,2,0.4,0.07675536204906115,True,False,0.0012927325459196732,0.00029895519051794414,0.0,0.0,False,598.0,583.0,598.5,75.5,382.5,312.0,424.9166666666667,0.0023534026279662676,False,False,False
tqwt_medianValue_dec_7,TQWT,0.38831179082367917,0.48028037286086633,0.12433554813489271,0.12433554813489271,0.07230718085106383,0.07230718085106383,4.803e-01,1.3091522495184385e-05,252,False,False,2,0.4,0.04600800660334855,True,False,0.0012391207359310993,0.0005092705056019553,0.0,0.0,False,607.5,542.0,607.5,75.5,382.5,336.0,425.1666666666667,0.002352018816150529,False,False,False
tqwt_minValue_dec_19,TQWT,0.1766613225633029,0.2501870330839996,0.17317068648646658,0.17317068648646658,0.11319813829787234,0.11319813829787234,2.502e-01,0.324530636933468,252,False,False,0,0.0,0.0,False,False,0.0016380564541533063,0.0005901315929720996,0.0,0.0,False,531.0,485.0,531.0,456.5,382.5,170.0,426.0,0.002347417840375587,False,False,False
std_1st_delta_delta,Delta / Delta-delta,0.10246009687994531,0.15886596464684305,0.319012602570791,0.319012602570791,0.13680186170212766,0.13680186170212766,1.589e-01,0.017671242020211492,251,False,False,0,0.0,0.0,False,False,0.001142916737150963,0.0001772345953662906,0.0,0.0,False,485.0,363.0,485.0,456.5,382.5,389.0,426.8333333333333,0.002342834830144475,False,False,False
b3,Formant / Bandwidth,0.1691525187677423,0.2427532330407294,-0.2745597132389282,0.2745597132389282,-0.11519281914893617,0.11519281914893617,2.428e-01,501.5005290256684,252,False,False,0,0.0,0.0,False,False,0.0013616807855589713,0.00033568929420662745,0.0,0.0,False,524.0,397.0,524.0,456.5,382.5,284.0,428.0,0.002336448598130841,False,False,False
tqwt_entropy_log_dec_25,TQWT,0.13105786623937424,0.19554665756351078,0.3268115995972834,0.3268115995972834,0.12649601063829788,0.12649601063829788,1.955e-01,4165.99171331461,252,False,False,0,0.0,0.0,False,False,0.0011688979901340176,0.00029033239943625433,0.0,0.0,False,503.5,354.0,503.5,456.5,382.5,374.0,429.0,0.002331002331002331,False,False,False
tqwt_kurtosisValue_dec_7,TQWT,0.029328407185761404,0.051530285522646206,0.1996194907014133,0.1996194907014133,0.1825132978723404,0.1825132978723404,5.153e-02,184.2862161963958,252,False,False,0,0.0,0.0,False,False,0.0010345805742816433,0.0002851783008381184,0.0,0.0,False,427.5,456.0,427.5,456.5,382.5,437.0,431.1666666666667,0.0023192887514495554,False,False,False
tqwt_energy_dec_24,TQWT,0.18639316504887593,0.2600513174707879,0.1884690926949985,0.1884690926949985,0.11070478723404255,0.11070478723404255,2.601e-01,0.08640103879984296,252,False,False,2,0.4,0.06581002002930218,True,False,0.0007642032688200076,0.0002497752323413576,0.0,0.0,False,538.5,469.0,538.5,75.5,382.5,587.0,431.8333333333333,0.002315708220764184,False,False,False
tqwt_medianValue_dec_6,TQWT,0.4422651944442447,0.5347000421576721,0.15825580243722873,0.15825580243722873,0.06441156914893617,0.06441156914893617,5.347e-01,8.69080043396495e-06,251,False,False,2,0.4,0.03574078845476046,True,False,0.0011504521366798464,0.0002553606429315528,0.0,0.0,False,622.0,504.0,622.0,75.5,382.5,386.0,432.0,0.0023148148148148147,False,False,False
tqwt_TKEO_std_dec_36,TQWT,0.0011332691020971878,0.0028502286447394153,-0.15591268801503055,0.15591268801503055,-0.2726063829787234,0.2726063829787234,2.850e-03,0.09255148220967142,252,False,False,0,0.0,0.0,False,False,0.0005953135267831891,0.0001346618436079724,0.0,0.0,False,299.0,508.0,299.0,456.5,382.5,654.0,433.1666666666667,0.002308580223162755,False,False,False
mean_11th_delta_delta,Delta / Delta-delta,0.2316027201641433,0.3143776995729887,-0.13994122686451366,0.13994122686451366,-0.10023271276595745,0.10023271276595745,3.144e-01,0.00019327318731351015,252,False,False,4,0.8,0.1451711907576156,True,False,0.0008109351469443242,0.0001781127001274925,0.0,0.0,False,553.5,520.0,553.5,21.0,382.5,569.0,433.25,0.002308136180034622,False,False,False
tqwt_entropy_log_dec_29,TQWT,0.11792308229204285,0.1791477937042752,0.22411481240604597,0.22411481240604597,0.1309840425531915,0.1309840425531915,1.791e-01,1831.023542001729,252,False,False,0,0.0,0.0,False,False,0.0012086652417782125,0.0005950700459398276,0.0,0.0,False,495.0,438.0,495.0,456.5,382.5,347.0,435.6666666666667,0.0022953328232593723,False,False,False
tqwt_stdValue_dec_31,TQWT,0.2913006045649633,0.3814955368444852,-0.2909760777892588,0.2909760777892588,-0.0884308510638298,0.0884308510638298,3.815e-01,0.043658471355994814,252,False,False,0,0.0,0.0,False,False,0.0014513426976277763,0.00023302662216936928,0.0,0.0,False,574.0,384.0,573.5,456.5,382.5,247.0,436.25,0.002292263610315186,False,False,False
tqwt_medianValue_dec_16,TQWT,0.0642788043020025,0.10508187138066495,0.01578558149204717,0.01578558149204717,0.15309175531914893,0.15309175531914893,1.051e-01,0.00044283047063248634,178,False,False,0,0.0,0.0,False,False,0.0017236786444990732,0.0008684285187703041,0.0,0.0,False,460.0,723.0,463.0,456.5,382.5,135.0,436.6666666666667,0.0022900763358778627,False,False,False
det_entropy_log_3_coef,Wavelet,0.058604057424900886,0.0964338100295962,0.3003528769710265,0.3003528769710265,0.15841090425531915,0.15841090425531915,9.643e-02,57.8576521091395,252,False,False,0,0.0,0.0,False,False,0.0009627549171517636,0.00010128129766446774,0.0,0.0,False,457.0,376.0,457.0,456.5,382.5,492.0,436.8333333333333,0.0022892025944296073,False,False,False
det_LT_entropy_log_9_coef,Wavelet,0.11745720737762685,0.1788012549554158,0.17097425252346718,0.17097425252346718,0.1311502659574468,0.1311502659574468,1.788e-01,29.848637668950882,252,False,False,1,0.2,0.030240991591090054,True,False,0.0006575685916139772,0.0001504125267651662,0.0,0.0,False,494.0,486.0,494.0,127.0,382.5,638.0,436.9166666666667,0.002288765973679191,False,False,False
tqwt_stdValue_dec_3,TQWT,0.011135667212039119,0.021416935405251705,-0.1347256304975865,0.1347256304975865,-0.2125997340425532,0.2125997340425532,2.142e-02,0.0024958690351079647,252,False,False,0,0.0,0.0,False,False,0.0009814763768238482,0.00010173804558131098,0.0,0.0,False,391.0,528.0,391.0,456.5,382.5,474.0,437.1666666666667,0.002287457110179184,False,False,False
tqwt_TKEO_std_dec_27,TQWT,0.025311037456055015,0.04521116429205076,0.25773202030460807,0.25773202030460807,0.18733377659574468,0.18733377659574468,4.521e-02,0.2870442782399778,252,False,False,0,0.0,0.0,False,False,0.0008723511658255857,0.00016873294896178453,0.0,0.0,False,421.0,409.0,421.0,456.5,382.5,542.0,438.6666666666667,0.0022796352583586625,False,False,False
tqwt_maxValue_dec_25,TQWT,0.34310001768808174,0.43363229126292013,0.13634088744737582,0.13634088744737582,0.07945478723404255,0.07945478723404255,4.336e-01,0.5277268211376133,252,False,False,2,0.4,0.056426952645328265,True,False,0.0009960254428234214,0.00024650244842986,0.0,0.0,False,594.5,525.0,594.5,75.5,382.5,461.0,438.8333333333333,0.002278769464489176,False,False,False
tqwt_minValue_dec_27,TQWT,0.04254506031494456,0.0723843560109464,-0.31951285856204886,0.31951285856204886,-0.16988031914893617,0.16988031914893617,7.238e-02,0.5534709453582196,252,False,False,0,0.0,0.0,False,False,0.0008572586865730538,0.00017272568285345405,0.0,0.0,False,442.0,361.0,442.0,456.5,382.5,551.0,439.1666666666667,0.0022770398481973433,False,False,False
tqwt_energy_dec_19,TQWT,0.35022157490303407,0.4409639382446002,0.0006372018091626079,0.0006372018091626079,0.07829122340425532,0.07829122340425532,4.410e-01,0.06864963438808644,252,False,False,1,0.2,0.06206833032147052,True,False,0.0016105106702622046,0.00034553444475753873,0.0,0.0,False,598.0,751.0,597.0,127.0,382.5,181.0,439.4166666666667,0.0022757443580504457,False,False,False
tqwt_entropy_shannon_dec_32,TQWT,0.14311806272958358,0.21144358187160484,0.12385202555178289,0.12385202555178289,-0.12267287234042554,0.12267287234042554,2.114e-01,24.998693205945607,252,False,False,0,0.0,0.0,False,False,0.0014740829187010042,0.00034077258581679187,0.0,0.0,False,509.0,544.0,509.0,456.5,382.5,237.0,439.6666666666667,0.002274450341167551,False,False,False
tqwt_skewnessValue_dec_25,TQWT,0.5871134873533919,0.6629269406753013,0.16702540691522816,0.16702540691522816,-0.045545212765957445,0.045545212765957445,6.629e-01,0.16733850979797452,252,False,False,1,0.2,0.026680324441164006,True,False,0.0013128158018930955,0.0002761610877571953,0.0,0.0,False,666.0,494.0,666.0,127.0,382.5,306.0,440.25,0.002271436683702442,False,False,False
tqwt_energy_dec_32,TQWT,0.27222179609965735,0.3610419588482228,-0.40481549485290036,0.40481549485290036,0.09200465425531915,0.09200465425531915,3.610e-01,0.004790647237772752,251,False,False,0,0.0,0.0,False,False,0.0011677701905386522,0.0003942719114588839,0.0,0.0,False,566.5,295.0,566.5,456.5,382.5,376.0,440.5,0.0022701475595913734,False,False,False
tqwt_minValue_dec_25,TQWT,0.35433274039958496,0.44409703463414646,-0.13504856314222055,0.13504856314222055,-0.07762632978723404,0.07762632978723404,4.441e-01,0.5272004200418894,251,False,False,1,0.2,0.05370824492107967,True,False,0.0010528129359217,0.00036008842155570766,0.0,0.0,False,600.0,527.0,600.0,127.0,382.5,420.0,442.75,0.002258610954263128,False,False,False
tqwt_energy_dec_31,TQWT,0.056515873910324484,0.09340645534189893,-0.308367901031163,0.308367901031163,0.1597406914893617,0.1597406914893617,9.341e-02,0.0027629258525653836,250,False,False,0,0.0,0.0,False,False,0.0008798890707539354,0.00016249356836561235,0.0,0.0,False,455.0,372.0,455.0,456.5,382.5,536.0,442.8333333333333,0.002258185923974407,False,False,False
mean_MFCC_4th_coef,MFCC,0.041542318990764424,0.07083860290488628,0.2360610056908015,0.2360610056908015,0.17071143617021275,0.17071143617021275,7.084e-02,1.2302859377972768,252,False,False,0,0.0,0.0,False,False,0.0009231173852985747,0.00027283490378620507,0.0,0.0,False,441.0,426.0,441.0,456.5,382.5,513.0,443.3333333333333,0.002255639097744361,False,False,False
det_LT_entropy_shannon_2_coef,Wavelet,0.007463807652024621,0.015047676553143471,0.2424222890192981,0.2424222890192981,0.22406914893617022,0.22406914893617022,1.505e-02,0.8510823382048751,252,False,False,0,0.0,0.0,False,False,0.0005664758915009591,0.00017071685685106938,0.0,0.0,False,373.0,420.0,373.0,456.5,382.5,661.0,444.3333333333333,0.0022505626406601653,False,False,False
tqwt_energy_dec_22,TQWT,0.010670636127356222,0.020575175301979175,0.23033611453396427,0.23033611453396427,0.21384640957446807,0.21384640957446807,2.058e-02,0.04028932290832239,251,False,False,0,0.0,0.0,False,False,0.0006946872500978776,0.00013416024521473453,0.0,0.0,False,390.0,430.0,390.0,456.5,382.5,617.0,444.3333333333333,0.0022505626406601653,False,False,False
tqwt_minValue_dec_32,TQWT,0.1624821137634137,0.23407384971281056,0.32358230450169795,0.32358230450169795,0.11702127659574468,0.11702127659574468,2.341e-01,0.15092879378741403,252,False,False,0,0.0,0.0,False,False,0.0010442746112187043,0.00019398999804745207,0.0,0.0,False,522.0,357.0,522.0,456.5,382.5,428.0,444.6666666666667,0.0022488755622188904,False,False,False
