run,weight_silhouette,weight_calinski_harabasz,weight_davies_bouldin,weight_stability_ari,weight_balance,top1_candidate_id,top1_feature_set,top1_representation,top1_method,top1_score
4955,0.06592493731770584,0.4078371571024753,0.3804157435502847,0.11046156026257317,0.035360601766960986,top20_biomarkers|pca_5|AgglomerativeClustering|k6,top20_biomarkers,pca_5,AgglomerativeClustering,0.8688487259376093
4956,0.0460610831596469,0.6103881888427232,0.09559822175692079,0.21462412525165317,0.03332838098905606,top20_biomarkers|pca_5|AgglomerativeClustering|k6,top20_biomarkers,pca_5,AgglomerativeClustering,0.7658752262973034
4957,0.09547749214700793,0.08054303840129885,0.23322992216642036,0.018578209893650884,0.5721713373916221,top20_biomarkers|pca_5|AgglomerativeClustering|k6,top20_biomarkers,pca_5,AgglomerativeClustering,0.6466406884410385
4958,0.3436303893622822,0.2878829801222132,0.3274242241080412,0.03958643981597044,0.0014759665914931917,top20_biomarkers|pca_5|AgglomerativeClustering|k6,top20_biomarkers,pca_5,AgglomerativeClustering,0.9595499627102838
4959,0.08673086645622428,0.027679519036909156,0.023452600396503324,0.6230687110403972,0.2390683030699661,all_acoustic|pca_90|GaussianMixture|k6,all_acoustic,pca_90,GaussianMixture,0.7298864634759139
4960,0.10270088129466932,0.4667511193363461,0.13146116822408732,0.031612572138855606,0.26747425900604155,top20_biomarkers|pca_5|AgglomerativeClustering|k6,top20_biomarkers,pca_5,AgglomerativeClustering,0.811886531634205
4961,0.11649830420987359,0.202249312175283,0.1638736195736349,0.2678327078248495,0.2495460562163591,top20_biomarkers|pca_5|AgglomerativeClustering|k6,top20_biomarkers,pca_5,AgglomerativeClustering,0.5861563018357916
4962,0.3007187927533832,0.05466398003524702,0.1456213667930509,0.05683688070058344,0.4421589797177354,top20_biomarkers|pca_5|AgglomerativeClustering|k6,top20_biomarkers,pca_5,AgglomerativeClustering,0.6844530779752096
4963,0.11688611681742156,0.41935190553423535,0.021946615627973155,0.4218198622963252,0.019995499724044827,top20_biomarkers|pca_5|AgglomerativeClustering|k6,top20_biomarkers,pca_5,AgglomerativeClustering,0.566480643184287
4964,0.12227870946412855,0.5960889399349004,0.08038553374246148,0.013649496775591385,0.187597320082918,top20_biomarkers|pca_5|AgglomerativeClustering|k6,top20_biomarkers,pca_5,AgglomerativeClustering,0.8765861138141905
4965,0.27586757579818516,0.00508305767597007,0.3216866185512326,0.33437560240508557,0.06298714556952652,top20_biomarkers|pca_5|AgglomerativeClustering|k6,top20_biomarkers,pca_5,AgglomerativeClustering,0.6287702166765743
4966,0.12225202567868704,0.20179488674135676,0.21272823736420737,0.19045275711761214,0.2727720930981367,top20_biomarkers|pca_5|AgglomerativeClustering|k6,top20_biomarkers,pca_5,AgglomerativeClustering,0.6499465501122016
4967,0.1457353625348257,0.26297623474397774,0.0754826553651565,0.00859864048662883,0.5072071068694112,top20_biomarkers|pca_5|AgglomerativeClustering|k6,top20_biomarkers,pca_5,AgglomerativeClustering,0.6946312437919072
4968,0.2862740061571346,0.04528129239176988,0.11872971653438222,0.38429994570706366,0.1654150392096495,top20_biomarkers|pca_5|AgglomerativeClustering|k6,top20_biomarkers,pca_5,AgglomerativeClustering,0.5189146590106944
4969,0.16298972873238582,0.1437628893115085,0.13955073680048535,0.3114033789584544,0.24229326619716599,top20_biomarkers|pca_5|AgglomerativeClustering|k6,top20_biomarkers,pca_5,AgglomerativeClustering,0.5468292844368209
4970,0.6431681358352428,0.14465610816254001,0.054391554159297716,0.11669999513573712,0.04108420670718228,top20_biomarkers|pca_5|AgglomerativeClustering|k6,top20_biomarkers,pca_5,AgglomerativeClustering,0.8592613732802732
4971,0.5246681374573908,0.03688259923046438,0.26807220939536625,0.05912187477316218,0.11125517914361621,top20_biomarkers|pca_5|AgglomerativeClustering|k6,top20_biomarkers,pca_5,AgglomerativeClustering,0.8757820097704664
4972,0.4164841085382554,0.1810592814668757,0.0348925964596795,0.18221634731210898,0.18534766622308027,top20_biomarkers|pca_5|AgglomerativeClustering|k6,top20_biomarkers,pca_5,AgglomerativeClustering,0.7093355501105567
4973,0.4616765222542651,0.4487445104272083,0.03896837432922579,0.009580030071295818,0.04103056291800495,top20_biomarkers|pca_5|AgglomerativeClustering|k6,top20_biomarkers,pca_5,AgglomerativeClustering,0.9664127256681694
4974,0.15002703520235308,0.20546815210117725,0.18079317839807957,0.15234257785738223,0.31136905644100793,top20_biomarkers|pca_5|AgglomerativeClustering|k6,top20_biomarkers,pca_5,AgglomerativeClustering,0.6654733997569218
